gene_id	gene_name	Control1	Control2	Eed_cKO1	Eed_cKO2
ENSMUSG00000018750.14	Zbtb4	0.897796	0.748068	1.121441	1.484482
ENSMUSG00000018752.19	Tnfsfm13	8.755839	6.195927	6.526164	6.083713
ENSMUSG00000018761.14	Mpdu1	148.807326	145.424506	153.265767	157.984822
ENSMUSG00000018765.5	Fxr2	56.309019	44.508269	42.452912	33.767456
ENSMUSG00000018770.9	Atp5g3	825.444463	827.521163	770.89931	831.767288
ENSMUSG00000018774.13	Cd68	157.051538	265.517094	31.657921	235.044272
ENSMUSG00000018776.10	Slc35g3	0	0	0	0.078104
ENSMUSG00000018796.13	Acsl1	27.101626	16.992649	8.506987	23.807264
ENSMUSG00000018800.14	Abca5	2.107877	0.980873	4.659078	6.890464
ENSMUSG00000018809.2	Smyd4	10.45288	11.283824	17.427022	9.547164
ENSMUSG00000018819.10	Lsp1	33.093174	49.694961	7.61072	48.673408
ENSMUSG00000018820.13	Zfyve27	56.488978	43.21003	40.581456	43.011018
ENSMUSG00000018821.3	Avpi1	12.575408	12.77317	16.985164	22.24663
ENSMUSG00000018822.7	Sfrp5	2.452497	1.492272	3.352948	2.217986
ENSMUSG00000018830.10	Myh11	0.213756	0.884064	0.247603	1.082398
ENSMUSG00000018841.17	Rad51d	19.095715	22.423476	15.046103	17.090934
ENSMUSG00000018844.6	Fndc8	0.075137	0.058115	0	0
ENSMUSG00000018845.14	Unc45b	1.574229	0.233164	2.913781	4.64031
ENSMUSG00000018846.8	Pank3	11.11774	9.269752	11.110981	11.095789
ENSMUSG00000018848.4	Rars	65.345689	71.770388	54.597458	53.98184
ENSMUSG00000018849.6	Wwc1	19.57707	9.457891	33.161447	25.517871
ENSMUSG00000018858.15	Mrpl58	173.957475	164.484209	171.992488	185.310692
ENSMUSG00000018861.8	Fdxr	30.190101	24.433092	37.439508	39.148204
ENSMUSG00000018862.11	Otop3	0	0	0	0
ENSMUSG00000018865.9	Sult4a1	14.169347	11.22981	25.078942	30.684267
ENSMUSG00000018868.4	Pnpla5	0	0	0	0
ENSMUSG00000018882.12	Mrpl45	34.684393	33.159184	40.622512	30.840371
ENSMUSG00000018893.15	Mb	0	0	0	0
ENSMUSG00000018899.16	Irf1	31.749349	28.338391	38.198465	41.528117
ENSMUSG00000018900.7	Slc22a5	26.506362	26.954749	22.60234	15.757938
ENSMUSG00000018906.14	P4ha2	1.834488	2.825704	7.432189	4.313882
ENSMUSG00000018907.10	Alox12e	0	0	0	0
ENSMUSG00000018909.15	Arrb1	2.135179	3.830943	2.684868	3.736098
ENSMUSG00000018914.5	Il3	0	0	0	0
ENSMUSG00000018916.5	Csf2	0.277884	0	0	0
ENSMUSG00000018919.10	Tm4sf5	0	0	0	0
ENSMUSG00000018920.11	Cxcl16	11.680547	27.340566	5.062315	17.605513
ENSMUSG00000018921.11	Pelp1	10.829919	7.804975	10.401324	10.083533
ENSMUSG00000018923.13	Med11	13.359196	15.849323	21.464132	21.944806
ENSMUSG00000018924.6	Alox15	0	0	0	0.221629
ENSMUSG00000018925.3	Heatr9	0	0	0	0
ENSMUSG00000018927.3	Ccl6	19.530027	65.738011	7.059427	55.127399
ENSMUSG00000018930.3	Ccl4	553.733844	807.100955	72.735174	415.157177
ENSMUSG00000018931.3	Natd1	36.809964	24.456741	28.248577	25.220828
ENSMUSG00000018932.9	Map2k3	60.096534	61.280588	44.88713	78.666663
ENSMUSG00000018965.11	Ywhah	277.206289	318.875805	347.75158	299.413813
ENSMUSG00000018973.2	Hoxb1	0	0.060731	0	0.383692
ENSMUSG00000018974.7	Sart3	26.919043	26.451246	34.94172	27.106944
ENSMUSG00000018983.9	E2f2	9.13345	12.448808	6.311391	4.598157
ENSMUSG00000018986.10	Slfn3	0	0.042783	0.970632	0
ENSMUSG00000018995.12	Nars2	19.773469	23.259935	19.485681	16.524208
ENSMUSG00000018999.14	Slc35b4	26.331711	20.585135	25.326816	25.651071
ENSMUSG00000019027.8	Dnah1	1.462051	1.006895	2.029674	1.223732
ENSMUSG00000019039.14	Dalrd3	41.402332	55.523441	59.435612	56.778588
ENSMUSG00000019054.13	Fis1	394.765648	451.834246	347.465977	426.053136
ENSMUSG00000019055.15	Plod1	97.870217	96.557122	68.904969	96.095857
ENSMUSG00000019066.13	Rab3d	3.986817	5.815409	5.513125	6.669619
ENSMUSG00000019080.8	Mfsd3	19.854558	10.920092	5.087908	10.369356
ENSMUSG00000019082.18	Slc25a22	25.865519	17.163161	27.994276	28.402018
ENSMUSG00000019087.13	Atp6ap1	294.732828	308.729265	243.742098	253.574468
ENSMUSG00000019088.14	Dnase1l1	1.374099	2.61444	2.680922	5.362097
ENSMUSG00000019102.10	Aldh3a1	0	0	0.426579	0.32843
ENSMUSG00000019122.8	Ccl9	4.304005	12.484731	2.041289	19.540021
ENSMUSG00000019124.10	Scrn1	90.124565	60.231425	107.597965	79.710526
ENSMUSG00000019132.11	BC005537	6.70754	7.558489	10.772454	16.389796
ENSMUSG00000019139.10	Isyna1	37.939624	43.236592	68.324047	45.76207
ENSMUSG00000019143.15	Hars2	48.840832	33.2297	49.442985	53.536036
ENSMUSG00000019146.2	Cacng2	0.323482	0.02075	0.248051	0.24663
ENSMUSG00000019158.9	Tmem160	99.052355	114.956182	85.672886	108.897818
ENSMUSG00000019173.11	Rab5c	36.773428	45.728135	34.90559	44.329495
ENSMUSG00000019178.17	Styxl1	0	0	0.410801	1.312395
ENSMUSG00000019179.10	Mdh2	668.022706	742.230129	630.008875	585.317957
ENSMUSG00000019188.16	H13	147.996019	121.625474	100.665027	132.741051
ENSMUSG00000019189.13	Rnf145	78.316382	74.968787	75.747112	79.853984
ENSMUSG00000019194.15	Scn1b	5.898423	5.579416	6.828716	8.962187
ENSMUSG00000019210.10	Atp6v1e1	236.18341	223.17342	183.46067	228.6812
ENSMUSG00000019214.14	Chtf18	18.083469	14.426507	31.170232	16.710727
ENSMUSG00000019230.14	Lhx9	0	0	1.031655	1.367644
ENSMUSG00000019232.14	Etnppl	0	0.051898	0	0
ENSMUSG00000019235.9	Rps6kl1	10.213442	9.517925	8.50394	14.536294
ENSMUSG00000019254.16	Ppp1r12c	103.259069	74.690764	87.821455	116.227183
ENSMUSG00000019256.17	Ahr	1.767014	1.194792	1.198423	1.534826
ENSMUSG00000019261.3	Map1s	47.82473	44.936076	47.379516	50.338009
ENSMUSG00000019278.5	Dpep1	2.091587	0.616043	0.625042	2.124015
ENSMUSG00000019295.8	Tmem129	38.915576	31.941547	33.524828	27.16692
ENSMUSG00000019297.9	Nop9	31.837258	34.894602	36.00928	25.127177
ENSMUSG00000019301.5	Hsd17b1	0	0	1.549106	0.448405
ENSMUSG00000019302.16	Atp6v0a1	70.493982	58.94891	75.516846	76.29859
ENSMUSG00000019303.14	Psmc3ip	24.445514	27.228832	46.588791	22.123066
ENSMUSG00000019312.10	Grb7	0.37471	0	0.455253	0.356629
ENSMUSG00000019320.14	Noxo1	2.559472	2.616921	8.764244	5.195573
ENSMUSG00000019326.14	Aoc3	0.582609	0.079199	0.110229	0.182821
ENSMUSG00000019338.13	Zfp687	8.065237	11.234169	12.359782	11.654445
ENSMUSG00000019359.14	Gdpd2	23.207444	22.317217	47.354479	26.577126
ENSMUSG00000019362.8	D8Ertd738e	284.069628	366.778891	299.084908	378.826165
ENSMUSG00000019368.13	Sec14l4	0	0	0	0
ENSMUSG00000019370.10	Calm3	193.04933	187.319245	193.443091	205.606885
ENSMUSG00000019373.11	Cops3	136.336529	131.648521	149.467088	111.437276
ENSMUSG00000019428.16	Fkbp8	328.566296	291.483656	305.381226	305.806884
ENSMUSG00000019429.7	Ffar3	0	0	0	0
ENSMUSG00000019432.15	Ddx39b	301.09572	307.851198	363.931721	255.443584
ENSMUSG00000019433.9	Gipc1	423.060255	480.423858	146.288142	240.213647
ENSMUSG00000019437.17	Tlcd1	92.163768	90.118074	115.958961	102.771634
ENSMUSG00000019461.12	Plscr3	45.767414	49.724908	41.875593	42.0953
ENSMUSG00000019464.6	Ptger1	0.546741	0.770827	0.568658	0.874375
ENSMUSG00000019467.15	Arhgef25	32.204797	28.086721	51.064474	25.173056
ENSMUSG00000019470.12	Xab2	60.82131	49.856147	66.419256	54.116504
ENSMUSG00000019471.10	Cdc37	156.837974	152.568883	130.527404	142.176071
ENSMUSG00000019478.16	Rab4a	80.465759	95.056515	50.290535	58.675385
ENSMUSG00000019487.11	Trip10	14.17089	12.143565	16.039437	9.999381
ENSMUSG00000019489.7	Cd70	1.026865	1.213346	1.774949	2.560669
ENSMUSG00000019494.14	Cops6	325.711484	325.376169	316.825943	310.062037
ENSMUSG00000019505.7	Ubb	4237.966195	3325.669555	4346.794279	4298.604976
ENSMUSG00000019518.11	Ap4m1	14.88988	10.381125	12.334084	5.954805
ENSMUSG00000019528.18	Gyg	58.151619	61.829171	42.747899	55.125312
ENSMUSG00000019539.11	Rcn3	118.382522	122.452634	104.338466	86.217825
ENSMUSG00000019558.14	Slc6a8	9.97948	8.416318	4.982858	11.035569
ENSMUSG00000019564.12	Arid3a	2.934049	2.669537	1.051654	1.392535
ENSMUSG00000019577.6	Pdk4	12.903965	9.483491	23.420954	14.428564
ENSMUSG00000019578.11	Ubxn6	32.544339	42.221885	35.082328	40.738358
ENSMUSG00000019579.13	Mydgf	89.810683	105.570989	80.708732	112.611069
ENSMUSG00000019590.16	Cyb561	0.172421	0.802517	1.168471	2.596332
ENSMUSG00000019647.16	Sema6a	60.810546	43.644266	40.386199	49.284413
ENSMUSG00000019659.8	Ccdc12	190.996304	185.929861	188.55582	199.849046
ENSMUSG00000019689.4	Fmc1	154.726201	186.872822	227.826938	220.536471
ENSMUSG00000019699.16	Akt3	3.713703	3.891911	4.012271	2.457597
ENSMUSG00000019710.13	Mrpl24	81.024663	70.884651	68.921644	78.38819
ENSMUSG00000019715.14	Gle1	48.262493	44.948731	68.033939	55.988038
ENSMUSG00000019718.8	L3hypdh	6.835689	4.348979	9.265654	8.457472
ENSMUSG00000019726.12	Lyst	2.506747	5.754815	3.258797	1.595473
ENSMUSG00000019731.13	Slc35e1	22.661994	26.622909	25.313671	24.971741
ENSMUSG00000019732.14	Calr3	1.624854	2.273542	2.461691	1.589157
ENSMUSG00000019734.16	Tmc4	0.822686	0.742226	0.855118	1.077577
ENSMUSG00000019737.14	Syne4	2.35106	0.206339	6.337652	2.82972
ENSMUSG00000019738.15	Polr2i	150.065591	166.394047	174.192233	183.844347
ENSMUSG00000019756.10	Prl8a1	0	0	0	0
ENSMUSG00000019761.10	Krt10	65.401085	66.939596	65.849362	55.908376
ENSMUSG00000019762.4	Iyd	1.094867	0	1.743761	0.729406
ENSMUSG00000019763.11	Rmnd1	27.873192	28.822952	41.035641	29.319075
ENSMUSG00000019767.12	Ccdc170	0	0.106466	0.113144	0.061361
ENSMUSG00000019768.16	Esr1	0.055631	0	0.271342	0.399433
ENSMUSG00000019772.5	Vip	0	0	0	0
ENSMUSG00000019773.7	Fbxo5	32.484159	26.731508	57.667594	22.609666
ENSMUSG00000019774.8	Mtrf1l	19.15463	8.552439	12.142624	10.799025
ENSMUSG00000019775.17	Rgs17	6.123471	8.99939	9.564146	7.435253
ENSMUSG00000019777.16	Hdac2	213.287893	212.579409	229.835735	182.208679
ENSMUSG00000019779.15	Frk	1.461876	0.172203	1.703142	1.032742
ENSMUSG00000019782.10	Rwdd1	162.968045	179.798502	184.007496	161.977218
ENSMUSG00000019785.14	Clvs2	7.338697	5.373091	4.966451	3.558276
ENSMUSG00000019787.9	Trdn	0.193107	0	0	0
ENSMUSG00000019789.9	Hey2	3.597122	3.414404	10.257782	5.792006
ENSMUSG00000019790.17	Stxbp5	6.72545	5.734648	6.070047	8.862291
ENSMUSG00000019791.12	Hint3	18.406166	18.497041	8.456506	15.211505
ENSMUSG00000019792.8	Trmt11	17.530733	13.638183	19.580355	21.030321
ENSMUSG00000019794.13	Katna1	37.69869	36.351777	46.453791	34.006927
ENSMUSG00000019795.17	Pcmt1	139.013861	132.737804	149.515241	125.576575
ENSMUSG00000019796.12	Lrp11	49.238011	46.223376	67.298209	102.72302
ENSMUSG00000019797.11	Mtres1	65.312887	63.100659	71.557434	57.263119
ENSMUSG00000019802.13	Sec63	38.934868	37.277004	44.796328	32.703946
ENSMUSG00000019803.11	Nr2e1	28.821285	29.482515	52.505918	25.917066
ENSMUSG00000019804.12	Snx3	465.825361	479.622304	476.427989	578.43486
ENSMUSG00000019806.13	Aig1	80.100379	65.677088	57.56976	56.202578
ENSMUSG00000019808.8	Adat2	3.394627	3.844106	3.375022	3.01149
ENSMUSG00000019809.16	Pex3	36.417198	31.809809	41.276823	26.077688
ENSMUSG00000019810.15	Fuca2	60.235407	47.474269	29.552446	63.422932
ENSMUSG00000019813.16	Cep57l1	8.892212	12.271081	13.974947	12.306194
ENSMUSG00000019814.5	Ltv1	42.734323	40.100844	31.153076	28.300963
ENSMUSG00000019815.7	Zc2hc1b	0	0	0	0
ENSMUSG00000019817.18	Plagl1	6.757169	2.811959	11.49829	5.342244
ENSMUSG00000019818.15	Cd164	132.439258	122.297142	105.083276	105.758148
ENSMUSG00000019820.11	Utrn	9.466132	7.106761	9.44345	17.203667
ENSMUSG00000019822.12	Smpd2	133.009555	121.40905	146.307991	132.143426
ENSMUSG00000019823.17	Mical1	44.6084	40.520368	52.990968	44.659183
ENSMUSG00000019826.11	Zbtb24	15.979937	12.30714	13.86505	9.072043
ENSMUSG00000019828.13	Grm1	3.337142	0.109122	0.674001	0.158501
ENSMUSG00000019831.14	Wasf1	198.345399	187.654439	95.220204	126.537027
ENSMUSG00000019832.5	Rab32	29.256199	21.789795	5.576948	21.713098
ENSMUSG00000019834.15	Slc22a16	0	0	0	0
ENSMUSG00000019836.5	Amd-ps4	0.76501	0.298992	0	0
ENSMUSG00000019837.8	Gtf3c6	107.029731	101.45105	80.529469	89.111812
ENSMUSG00000019838.11	Slc16a10	0.788862	1.955954	0.550152	2.933914
ENSMUSG00000019841.15	Rev3l	9.942297	7.995698	13.695817	23.829323
ENSMUSG00000019842.6	Traf3ip2	3.38234	2.971255	8.499886	11.367189
ENSMUSG00000019843.14	Fyn	1765.521812	2012.458487	383.361995	884.402585
ENSMUSG00000019845.8	Tube1	7.374528	4.379879	12.155389	8.395821
ENSMUSG00000019846.11	Lama4	5.252512	6.07049	8.398246	11.314897
ENSMUSG00000019848.14	Popdc3	0	0.101807	0.390089	1.247374
ENSMUSG00000019849.11	Prep	8.497161	8.025192	9.989079	8.355882
ENSMUSG00000019850.11	Tnfaip3	16.003434	19.875608	9.651443	16.371506
ENSMUSG00000019851.8	Perp	3.90266	3.875348	5.079627	6.954204
ENSMUSG00000019852.7	Arfgef3	0.8698	0.302519	0.779965	1.159396
ENSMUSG00000019853.6	Hebp2	9.337951	6.885298	11.114316	14.514096
ENSMUSG00000019854.17	Reps1	67.449774	38.958326	50.280112	56.682066
ENSMUSG00000019856.14	Fam184a	21.38929	20.652953	14.387895	21.561981
ENSMUSG00000019857.7	Asf1a	112.090532	93.684746	138.231594	79.690551
ENSMUSG00000019861.15	Gopc	20.815559	15.92575	13.761308	16.747335
ENSMUSG00000019863.7	Qrsl1	21.773395	18.752108	24.329198	19.072908
ENSMUSG00000019864.14	Rtn4ip1	14.078958	15.633132	12.460829	13.614009
ENSMUSG00000019865.9	Nmbr	0	0	0	1.1281
ENSMUSG00000019866.15	Crybg1	0.155878	0.017133	0.333274	0.52204
ENSMUSG00000019867.4	Gje1	0.118634	0	0	0
ENSMUSG00000019868.16	Vta1	180.771202	161.79663	196.3685	137.504856
ENSMUSG00000019872.13	Smpdl3a	57.276412	52.670366	81.288581	51.758137
ENSMUSG00000019873.8	Reep3	111.383836	98.248551	100.837952	96.997662
ENSMUSG00000019874.11	Fabp7	3999.878508	3416.482222	7443.259372	5176.412429
ENSMUSG00000019876.15	Pkib	8.657685	7.555316	3.714121	16.632472
ENSMUSG00000019877.10	Serinc1	281.819432	271.120678	183.798924	206.808547
ENSMUSG00000019878.8	Hsf2	10.313105	5.843018	7.821546	10.216941
ENSMUSG00000019880.10	Rspo3	0.151162	0.233259	0.526782	0.839814
ENSMUSG00000019883.11	Echdc1	44.545114	38.327378	43.010949	36.190664
ENSMUSG00000019888.16	Mgat4c	0.419053	0.283507	0.981002	0
ENSMUSG00000019889.10	Ptprk	14.98904	15.078386	13.049651	20.000049
ENSMUSG00000019890.4	Nts	0	1.034321	0.458331	2.750417
ENSMUSG00000019891.15	Dcbld1	15.974971	12.960894	23.048414	20.88094
ENSMUSG00000019892.13	Lrriq1	0.170849	0.352674	0.703203	1.248555
ENSMUSG00000019893.13	Ros1	0	0	0	0
ENSMUSG00000019894.14	Slc6a15	28.942462	30.496211	19.782078	21.625502
ENSMUSG00000019897.8	Ccdc59	48.280242	38.363734	53.244509	46.368185
ENSMUSG00000019899.17	Lama2	4.007507	2.965475	4.321507	3.335383
ENSMUSG00000019900.19	Rfx6	0	0	0	0
ENSMUSG00000019905.8	Gprc6a	0	0	0	0
ENSMUSG00000019906.15	Lin7a	7.122556	3.782971	10.303509	10.738704
ENSMUSG00000019907.10	Ppp1r12a	21.996825	26.571915	31.175306	34.842335
ENSMUSG00000019909.4	Fam162b	2.376942	2.529514	0.251946	3.946615
ENSMUSG00000019913.4	Sim1	0	0	0	0
ENSMUSG00000019916.14	P4ha1	52.39333	47.367564	26.680703	39.872105
ENSMUSG00000019917.10	Septin10	10.71806	10.021915	16.402922	12.465389
ENSMUSG00000019920.18	Lims1	130.254308	135.356074	130.212135	137.750086
ENSMUSG00000019923.14	Zwint	294.760859	263.903631	332.124032	303.643915
ENSMUSG00000019927.6	Ube2d1	57.78326	42.118178	51.293401	44.677332
ENSMUSG00000019929.16	Dcn	70.434505	38.62726	115.083913	59.09663
ENSMUSG00000019932.8	Kera	0	0	0	0
ENSMUSG00000019933.7	Mrln	0.80907	1.315849	2.387928	0
ENSMUSG00000019935.16	Slc17a8	0	0	0	0.157701
ENSMUSG00000019936.10	Epyc	0	0	0	0
ENSMUSG00000019942.13	Cdk1	122.818852	124.483788	204.539515	128.301185
ENSMUSG00000019943.10	Atp2b1	72.531252	77.588197	82.695071	102.876325
ENSMUSG00000019944.14	Rhobtb1	6.916427	5.808874	6.269886	6.442091
ENSMUSG00000019945.10	Cabcoco1	0	0.226473	0	1.659688
ENSMUSG00000019947.10	Arid5b	4.216548	4.354074	6.770628	8.391265
ENSMUSG00000019948.4	Actr6	42.00122	34.449525	43.357733	37.387716
ENSMUSG00000019951.10	Uhrf1bp1l	14.021979	14.861814	21.250476	15.032187
ENSMUSG00000019952.15	Poc1b	29.343499	23.302655	28.928258	18.207064
ENSMUSG00000019960.8	Dusp6	78.601769	73.014495	95.173505	95.054525
ENSMUSG00000019961.17	Tmpo	210.139242	221.558631	313.85949	176.678232
ENSMUSG00000019966.18	Kitl	10.431802	7.059356	25.042978	5.917397
ENSMUSG00000019969.14	Psen1	74.803701	78.487471	65.442564	64.380534
ENSMUSG00000019970.15	Sgk1	321.24476	295.097844	85.949768	170.089563
ENSMUSG00000019971.10	Cep290	1.449522	1.376637	1.912925	2.905535
ENSMUSG00000019975.12	Ikbip	25.591373	24.132067	31.455494	23.994785
ENSMUSG00000019977.16	Hbs1l	100.262103	91.497482	94.589619	85.451955
ENSMUSG00000019978.16	Epb41l2	213.440602	212.917899	49.443818	120.887466
ENSMUSG00000019979.12	Apaf1	4.129124	5.466541	10.520453	11.625471
ENSMUSG00000019982.15	Myb	3.231279	2.751383	5.594687	4.396447
ENSMUSG00000019984.16	Med23	6.379565	7.96341	14.96277	7.445567
ENSMUSG00000019986.17	Ahi1	18.882724	15.921854	25.370158	22.947509
ENSMUSG00000019987.9	Arg1	0.118935	0.184788	0.368401	1.980647
ENSMUSG00000019988.7	Nedd1	12.061059	8.332284	19.901204	13.801368
ENSMUSG00000019989.8	Enpp3	4.363397	7.015794	4.749402	4.087937
ENSMUSG00000019990.15	Pde7b	2.881927	1.98348	5.954272	6.302291
ENSMUSG00000019992.8	Mtfr2	7.625834	6.486891	11.55538	5.413466
ENSMUSG00000019996.17	Map7	20.351489	7.494155	5.872727	17.015044
ENSMUSG00000019997.11	Ccn2	37.584362	19.801365	68.811556	18.156414
ENSMUSG00000019998.6	Stx7	147.357039	120.00561	96.017109	134.510704
ENSMUSG00000020000.7	Moxd1	10.914456	13.582292	57.232674	81.307913
ENSMUSG00000020003.16	Pex7	47.355253	50.060165	33.841714	40.633215
ENSMUSG00000020007.4	Il20ra	0	0	0.335328	0
ENSMUSG00000020009.13	Ifngr1	70.061748	55.852334	31.674229	62.796835
ENSMUSG00000020010.7	Vnn3	0	0.07185	0	0.556117
ENSMUSG00000020014.17	Cfap54	2.050422	3.89303	2.323633	7.312375
ENSMUSG00000020015.10	Cdk17	34.050092	32.701227	45.29496	28.588231
ENSMUSG00000020017.14	Hal	0	0	0	0.167975
ENSMUSG00000020018.6	Snrpf	74.399801	79.435121	98.849478	76.503015
ENSMUSG00000020019.4	Ntn4	12.291845	10.413085	26.523885	11.85996
ENSMUSG00000020020.8	Usp44	0.30927	0.668082	1.947838	1.351633
ENSMUSG00000020021.4	Fgd6	1.179209	2.399845	3.035389	1.197864
ENSMUSG00000020022.17	Ndufa12	559.633849	564.880288	676.016915	593.404659
ENSMUSG00000020023.18	Tmcc3	123.637686	108.863945	36.380123	57.771363
ENSMUSG00000020024.7	Cep83	11.438919	13.734722	21.176728	15.606931
ENSMUSG00000020027.18	Socs2	8.984755	7.141017	22.302484	21.717766
ENSMUSG00000020029.6	Nudt4	49.094554	44.009212	48.005891	48.775515
ENSMUSG00000020032.14	Nuak1	1.335549	0.390652	1.30494	0.659084
ENSMUSG00000020033.2	4930463O16Rik	0	0	0	0
ENSMUSG00000020034.7	Tcp11l2	87.374415	81.565726	72.797535	67.460646
ENSMUSG00000020037.15	Rfx4	13.445485	7.743231	28.043319	17.249491
ENSMUSG00000020038.10	Cry1	32.892991	31.811409	28.715878	22.478172
ENSMUSG00000020042.15	Btbd11	3.219629	1.876347	4.853779	3.413491
ENSMUSG00000020044.13	Timp3	51.59284	50.506696	67.845446	59.285416
ENSMUSG00000020048.13	Hsp90b1	596.54426	580.792431	590.723639	516.398223
ENSMUSG00000020051.17	Pah	0	0	0	0
ENSMUSG00000020052.9	Ascl1	25.144979	20.818826	38.142284	13.760314
ENSMUSG00000020053.18	Igf1	3.848723	14.932553	2.462867	14.582054
ENSMUSG00000020056.16	Washc3	43.793827	43.568621	54.593873	56.234225
ENSMUSG00000020057.2	Dram1	1.139686	0.518434	1.411914	2.760767
ENSMUSG00000020059.9	Sycp3	2.053897	2.833251	0.417071	0.524622
ENSMUSG00000020061.18	Mybpc1	0.167607	0.161511	0.617892	3.366169
ENSMUSG00000020062.7	Slc5a8	0.139575	0.08596	0	0.148926
ENSMUSG00000020063.16	Sirt1	8.136242	3.311284	6.31935	7.464582
ENSMUSG00000020064.9	Herc4	15.520549	12.245235	14.190568	23.453993
ENSMUSG00000020067.8	Mypn	0.18281	0.495687	0.225835	0
ENSMUSG00000020069.16	Hnrnph3	93.176455	72.684303	115.307697	88.645838
ENSMUSG00000020070.18	Rufy2	24.655124	21.71029	30.043623	30.502229
ENSMUSG00000020072.15	Pbld2	0.586669	0.793942	0.632816	0.097754
ENSMUSG00000020074.7	Ccar1	97.914643	83.232095	139.357203	103.371873
ENSMUSG00000020075.8	Ddx21	11.68589	13.308002	7.971482	9.613734
ENSMUSG00000020076.7	Ddx50	62.021509	62.530485	71.617443	69.567794
ENSMUSG00000020077.14	Srgn	21.322841	36.087975	10.934796	63.395262
ENSMUSG00000020078.16	Vps26a	76.31032	60.385852	57.696635	63.924986
ENSMUSG00000020079.15	Supv3l1	16.548838	16.897949	21.633841	17.725307
ENSMUSG00000020080.8	Hkdc1	0	0	0	0.203636
ENSMUSG00000020081.5	Tacr2	0	0.221487	0	0
ENSMUSG00000020083.13	Fam241b	19.386033	21.096883	16.778268	20.717646
ENSMUSG00000020085.15	Aifm2	4.04482	1.324879	4.897251	6.635221
ENSMUSG00000020086.6	Macroh2a2	135.271333	137.585097	165.889759	131.622047
ENSMUSG00000020087.5	Tysnd1	63.675606	67.592751	61.861069	68.650631
ENSMUSG00000020088.10	Sar1a	191.254773	176.325148	185.1548	170.625703
ENSMUSG00000020089.8	Ppa1	116.62902	137.811117	142.486751	110.681989
ENSMUSG00000020090.7	Npffr1	0.485673	0.340446	1.872293	1.000889
ENSMUSG00000020091.15	Eif4ebp2	18.634222	16.781925	23.744625	23.437933
ENSMUSG00000020092.9	Pald1	18.440771	21.400334	14.706216	27.486652
ENSMUSG00000020096.21	Tbata	0	0	0.372248	0
ENSMUSG00000020097.14	Sgpl1	80.968858	72.001106	75.780214	83.136231
ENSMUSG00000020098.7	Pcbd1	29.894081	21.887793	32.033452	23.945477
ENSMUSG00000020099.8	Unc5b	0.605296	0.446443	0.402189	0.773698
ENSMUSG00000020100.15	Slc29a3	25.908829	18.540311	7.499638	24.798022
ENSMUSG00000020101.14	Vsir	63.152325	38.606321	8.085174	39.582252
ENSMUSG00000020102.15	Slc16a7	11.670852	12.339976	5.409797	20.340116
ENSMUSG00000020105.9	Lrig3	4.834925	7.206794	4.240385	5.107749
ENSMUSG00000020107.10	Anapc16	120.087009	113.327494	118.466127	115.413205
ENSMUSG00000020108.4	Ddit4	33.026845	34.778481	38.440941	12.510828
ENSMUSG00000020109.13	Dnajb12	28.934891	30.390644	24.438976	27.696956
ENSMUSG00000020111.15	Micu1	70.832646	81.578084	68.802126	71.057002
ENSMUSG00000020114.12	Cand1	30.604918	42.207048	41.407676	22.551523
ENSMUSG00000020115.3	Tbk1	35.440784	23.114547	28.808362	28.317471
ENSMUSG00000020116.7	Pno1	53.579511	48.2348	45.43141	42.21475
ENSMUSG00000020120.15	Plek	35.471216	51.01137	7.031653	62.114736
ENSMUSG00000020121.15	Srgap1	3.654596	2.211912	5.648548	10.859453
ENSMUSG00000020122.16	Egfr	28.704697	23.855168	54.447967	8.572754
ENSMUSG00000020123.6	Avpr1a	0.414342	0.228548	0.765155	1.459952
ENSMUSG00000020124.10	Usp15	48.314872	35.677307	39.652955	34.94817
ENSMUSG00000020125.7	Elane	0	0	0	0.950358
ENSMUSG00000020128.15	Vps54	14.796338	8.497029	15.768988	14.697526
ENSMUSG00000020130.9	Tbc1d15	57.619844	46.690803	58.51714	55.723743
ENSMUSG00000020131.14	Pcsk4	3.80092	8.040245	4.805159	3.03561
ENSMUSG00000020132.10	Rab21	21.899397	7.871371	26.092247	25.35802
ENSMUSG00000020133.8	2310011J03Rik	50.563414	55.569327	50.850263	56.861404
ENSMUSG00000020134.13	Peli1	180.535042	173.268072	69.362468	87.557019
ENSMUSG00000020135.13	Apc2	13.522308	13.515306	22.81459	14.348715
ENSMUSG00000020137.5	Thap2	9.558651	4.77333	7.741081	3.705996
ENSMUSG00000020140.15	Lgr5	0.509002	1.705315	1.616983	3.938671
ENSMUSG00000020142.12	Slc1a4	75.672857	90.452533	125.123928	101.474907
ENSMUSG00000020143.15	Dock2	3.322421	4.267129	0.339049	5.899331
ENSMUSG00000020149.17	Rab1a	227.06797	249.831852	207.524242	220.882739
ENSMUSG00000020150.13	Gamt	46.645049	39.199997	15.932005	17.998403
ENSMUSG00000020151.16	Ptprr	10.410837	8.509828	8.445673	8.694451
ENSMUSG00000020152.7	Actr2	62.317573	56.998864	50.427136	54.603305
ENSMUSG00000020153.14	Ndufs7	422.460376	436.581604	437.151582	430.571544
ENSMUSG00000020154.10	Ptprb	2.067352	1.103427	0.246778	1.814867
ENSMUSG00000020155.2	Kcnmb1	0.469081	1.167626	0.310195	0.553391
ENSMUSG00000020156.16	Pwwp3a	36.412886	25.777283	32.764161	28.381101
